Player,height,weight,collage
Evan Fournier,201,92,
Joel Freeland,208,113,
Diante Garrett,190,83,Southern Illinois University
Draymond Green,201,104,Michigan State University
Ben Hansbrough,190,92,University of Notre Dame
Maurice Harkless,206,97,St. John's University
John Henson,211,103,University of North Carolina
Justin Holiday,198,83,University of Washington
Bernard James,208,108,Florida State University
John Jenkins,193,97,Vanderbilt University
Orlando Johnson,196,99,"University of California, Santa Barbara"
Darius Johnson-Odom,201,95,Syracuse University
DeQuan Jones,203,100,University of Miami
Kevin Jones,203,113,West Virginia University
Perry Jones,211,106,Baylor University
Terrence Jones,206,114,University of Kentucky
Kris Joseph,201,95,Syracuse University
Michael Kidd-Gilchrist,201,105,University of Kentucky
Viacheslav Kravtsov,213,117,
Doron Lamb,193,95,University of Kentucky
Jeremy Lamb,196,83,University of Connecticut
Meyers Leonard,216,111,University of Illinois at Urbana-Champaign
Damian Lillard,190,88,Weber State University
Scott Machado,185,92,Iona College
Kendall Marshall,193,90,University of North Carolina
Fab Melo,213,115,Syracuse University
Khris Middleton,203,106,Texas A&M University
Darius Miller,203,106,University of Kentucky
Quincy Miller,206,95,Baylor University
Donatas Motiejunas,213,100,
Arnett Moultrie,211,112,Mississippi State University
Kevin Murphy,196,83,Tennessee Technological University
Andrew Nicholson,206,113,St. Bonaventure University
Kyle O'Quinn,208,113,Norfolk State University
Tim Ohlbrecht,211,115,
Miles Plumlee,211,112,Duke University
Pablo Prigioni,190,83,
Austin Rivers,193,90,Duke University
Brian Roberts,185,78,University of Dayton
Thomas Robinson,208,107,University of Kansas
Terrence Ross,201,93,University of Washington
Robert Sacre,213,122,Gonzaga University
Mike Scott,203,107,University of Virginia
Tornike Shengelia,206,98,
Alexey Shved,198,86,
Henry Sims,208,112,Georgetown University
Kyle Singler,203,103,Duke University
Jared Sullinger,206,117,Ohio State University
Jeffery Taylor,193,79,Texas Tech University
Tyshawn Taylor,190,83,University of Kansas
Marquis Teague,188,85,University of Kentucky
Mirza Teletovic,206,109,
Jonas Valanciunas,213,120,
Jarvis Varnado,206,104,Mississippi State University
Dion Waiters,193,102,Syracuse University
Maalik Wayns,188,90,Villanova University
Tony Wroten,198,92,University of Washington
Luke Zeller,211,111,University of Notre Dame
Tyler Zeller,213,114,University of North Carolina
Steven Adams,213,115,University of Pittsburgh
Giannis Antetokounmpo,211,100,
Pero Antic,211,117,
Chris Babb,196,102,Iowa State University
Anthony Bennett,203,111,"University of Nevada, Las Vegas"
Vander Blue,193,90,Marquette University
Lorenzo Brown,196,85,North Carolina State University
Reggie Bullock,201,92,University of North Carolina
Trey Burke,185,86,University of Michigan
Dwight Buycks,190,86,Marquette University
Nick Calathes,198,96,University of Florida
Kentavious Caldwell-Pope,196,92,University of Georgia
Isaiah Canaan,183,91,Murray State University
Michael Carter-Williams,198,86,Syracuse University
Dionte Christmas,196,92,Temple University
Ian Clark,190,79,Belmont University
Robert Covington,206,97,Tennessee State University
Allen Crabbe,198,95,University of California
Seth Curry,188,83,Duke University
Troy Daniels,193,92,Virginia Commonwealth University
Luigi Datome,203,97,
Brandon Davies,208,108,Brigham Young University
Dewayne Dedmon,213,111,University of Southern California
Matthew Dellavedova,193,89,Saint Mary's College of California
Gorgui Dieng,211,109,University of Louisville
Shane Edwards,201,99,University of Arkansas at Little Rock
Vitor Faverani,211,117,
Carrick Felix,198,91,Arizona State University
Jamaal Franklin,196,86,San Diego State University
Rudy Gobert,216,111,
Archie Goodwin,196,90,University of Kentucky
Jorge Gutierrez,190,86,University of California
Justin Hamilton,213,117,Louisiana State University
Elias Harris,203,108,Gonzaga University
Solomon Hill,201,102,University of Arizona
Scotty Hopson,201,92,University of Tennessee
Robbie Hummel,203,97,Purdue University
Sergey Karasev,201,94,
Ryan Kelly,211,104,Duke University
Ognjen Kuzmic,216,113,
Shane Larkin,180,79,University of Miami
Ricky Ledo,201,88,
Alex Len,216,117,University of Maryland
Ray McCallum,190,86,University of Detroit Mercy
C.J. McCollum,190,86,
Ben McLemore,196,88,University of Kansas
Gal Mekel,190,86,Wichita State University
Tony Mitchell,201,92,Purdue University
Shabazz Muhammad,198,101,"University of California, Los Angeles"
Erik Murphy,208,104,University of Florida
Toure' Murry,196,88,Wichita State University
Mike Muscala,211,108,Bucknell University
Nemanja Nedovic,190,87,
James Nunnally,201,92,"University of California, Santa Barbara"
Victor Oladipo,193,95,Indiana University
Kelly Olynyk,213,107,Gonzaga University
Arinze Onuaku,206,115,Syracuse University
Mason Plumlee,211,111,Duke University
Otto Porter,203,89,Georgetown University
Phil Pressey,180,79,University of Missouri
Miroslav Raduljica,213,113,
Andre Roberson,196,83,Oral Roberts University
Dennis Schroder,185,78,
Peyton Siva,183,83,University of Louisville
Tony Snell,201,90,University of New Mexico
James Southerland,203,97,Syracuse University
D.J. Stephens,203,97,
Adonis Thomas,201,90,University of Memphis
Hollis Thompson,203,93,Georgetown University
Casper Ware,178,79,"California State University, Long Beach"
Royce White,203,95,University of South Alabama
Jeff Withey,213,104,University of Kansas
Nate Wolters,193,86,South Dakota State University
Cody Zeller,213,108,Indiana University
Jordan Adams,196,94,"University of California, Los Angeles"
Furkan Aldemir,208,108,
Kyle Anderson,206,104,"University of California, Los Angeles"
Cameron Bairstow,206,113,University of New Mexico
Jerrelle Benimon,203,111,Towson University
Sim Bhullar,226,163,New Mexico State University
Tarik Black,206,113,University of Kansas
Bojan Bogdanovic,198,92,
Jabari Brown,193,97,University of Missouri
Markel Brown,190,83,Murray State University
Bruno Caboclo,206,98,
Clint Capela,206,98,
Will Cherry,183,83,University of Montana
Patrick Christopher,196,94,University of California
Jordan Clarkson,196,87,University of Missouri
Jack Cooley,206,117,University of Notre Dame
Bryce Cotton,185,74,Providence College
Andre Dawkins,196,97,Duke University
Spencer Dinwiddie,198,90,University of Colorado
Zoran Dragic,196,90,
Cleanthony Early,203,95,Wichita State University
James Ennis,201,95,"California State University, Long Beach"
Tyler Ennis,190,87,Syracuse University
Dante Exum,198,86,
Tim Frazier,185,77,Pennsylvania State University
Langston Galloway,188,90,Saint Joseph's University
Aaron Gordon,206,99,University of Arizona
Drew Gordon,206,111,University of New Mexico
Jerami Grant,203,95,Syracuse University
Erick Green,193,83,Virginia Polytechnic Institute and State University
JaMychal Green,206,102,University of Alabama
P.J. Hairston,206,102,
Gary Harris,193,95,Michigan State University
Joe Harris,198,99,University of Virginia
Rodney Hood,203,93,Duke University
Joe Ingles,203,102,
Cory Jefferson,206,98,Baylor University
Grant Jerrett,208,106,University of Arizona
Nick Johnson,190,91,University of Arizona
Tyler Johnson,193,84,"California State University, Fresno"
Sean Kilpatrick,193,95,University of Cincinnati
Alex Kirk,213,111,University of New Mexico
Joffrey Lauvergne,211,99,
Zach LaVine,196,85,"University of California, Los Angeles"
Kalin Lucas,185,88,Michigan State University
Devyn Marble,198,90,University of Iowa
James Michael,198,90,
K.J. McDaniels,198,90,
Doug McDermott,203,102,Creighton University
Mitch McGary,208,115,University of Michigan
Jerel McNeal,190,90,Marquette University
Elijah Millsap,198,102,University of Alabama at Birmingham
Nikola Mirotic,208,99,
Eric Moreland,208,107,Oregon State University
Shabazz Napier,185,79,University of Connecticut
Nerlens Noel,211,103,University of Kentucky
Lucas Nogueira,213,109,
Jusuf Nurkic,213,127,
Johnny O'Bryant,206,116,Louisiana State University
Kostas Papanikolaou,203,102,
Jabari Parker,203,113,Duke University
Adreian Payne,208,107,Michigan State University
Elfrid Payton,193,83,University of Louisiana at Lafayette
Dwight Powell,211,108,Stanford University
Julius Randle,206,113,University of Kentucky
Damjan Rudez,208,103,
JaKarr Sampson,211,106,University of California
Marcus Smart,193,99,Oklahoma State University
Russ Smith,183,74,University of Louisville
Nik Stauskas,198,92,University of Michigan
David Stockton,180,74,Gonzaga University
Jarnell Stokes,206,119,University of Tennessee
Noah Vonleh,208,108,Indiana University
T.J. Warren,208,108,
David Wear,208,104,"University of California, Los Angeles"
Travis Wear,208,104,"University of California, Los Angeles"
Shayne Whittington,211,113,Western Michigan University
Andrew Wiggins,203,90,University of Kansas
C.J. Wilcox,203,90,
James Young,198,97,University of Kentucky
Cliff Alexander,203,111,University of Kansas
Justin Anderson,198,103,University of Virginia
Thanasis Antetokounmpo,201,92,
Keith Appling,185,83,Michigan State University
Nemanja Bjelica,208,108,
Devin Booker,198,93,University of Kentucky
Anthony Brown,206,111,DePaul University
Willie Cauley-Stein,213,108,University of Kentucky
Rakeem Christmas,206,113,Syracuse University
Coty Clarke,201,105,University of Arkansas
Pat Connaughton,196,93,University of Notre Dame
Branden Dawson,198,102,Michigan State University
Bryce Dejean-Jones,198,94,Iowa State University
Sam Dekker,206,104,University of Wisconsin
Duje Dukan,206,99,University of Wisconsin
Jarell Eddie,201,98,Virginia Polytechnic Institute and State University
Cristiano Felicio,208,124,
Jerian Grant,203,95,Syracuse University
Montrezl Harrell,203,108,University of Louisville
Aaron Harrison,198,95,University of Kentucky
Mario Hezonja,203,97,
Darrun Hilliard,198,92,Villanova University
Rondae Hollis-Jefferson,201,99,University of Arizona
Richaun Holmes,208,111,Bowling Green State University
Marcelo Huertas,190,90,
Josh Huestis,201,104,Stanford University
R.J. Hunter,201,104,
Damien Inglis,203,111,
Stanley Johnson,203,99,Murray State University
Nikola Jokic,208,113,
Tyus Jones,188,88,Duke University
Frank Kaminsky,213,109,University of Wisconsin
Sasha Kaun,211,117,University of Kansas
Kevon Looney,206,99,"University of California, Los Angeles"
Trey Lyles,208,106,University of Kentucky
Boban Marjanovic,221,131,
Jarell Martin,208,108,Louisiana State University
T.J. McConnell,208,108,
Chris McCullough,211,90,Syracuse University
Jordan McRae,198,83,University of Tennessee
Salah Mejri,216,111,
Jordan Mickey,203,106,Louisiana State University
Luis Montero,201,83,Westchester CC
Emmanuel Mudiay,196,90,
Xavier Munford,196,90,
Raul Neto,185,81,
J.J. O'Brien,185,81,
Jahlil Okafor,211,124,Duke University
Kelly Oubre,201,92,University of Kansas
Lamar Patterson,196,102,University of Pittsburgh
Cameron Payne,190,83,Murray State University
Tibor Pleiss,221,116,
Bobby Portis,211,104,University of Arkansas
Kristaps Porzingis,221,108,
Norman Powell,193,97,"University of California, Los Angeles"
Willie Reed,206,106,Grambling State University
Josh Richardson,198,90,University of Tennessee
Terry Rozier,188,86,University of Louisville
D'Angelo Russell,188,86,
Jonathon Simmons,185,83,New York University
Alex Stepheson,208,122,University of Southern California
Walter Tavares,221,117,
Axel Toupane,201,89,
Karl-Anthony Towns,213,110,University of Kentucky
Myles Turner,211,110,University of Texas at Austin
Rashad Vaughn,198,91,"University of Nevada, Las Vegas"
Briante Weber,188,74,Virginia Commonwealth University
Alan Williams,198,90,Drake University
Justise Winslow,201,102,Duke University
Christian Wood,211,99,"University of Nevada, Las Vegas"
Delon Wright,196,83,University of Utah
Joe Young,188,81,University of Oregon
Alex Abrines,198,86,
Ron Baker,193,99,Wichita State University
Wade Baldwin,193,91,Vanderbilt University
Malik Beasley,196,88,Florida State University
DeAndre' Bembry,198,95,Saint Joseph's University
Dragan Bender,216,102,
Ben Bentil,206,106,Providence College
Davis Bertans,208,95,
Joel Bolomboy,206,106,Weber State University
Malcolm Brogdon,196,97,University of Virginia
Jaylen Brown,193,97,University of Missouri
Nicolas Brussino,201,88,
Marquese Chriss,208,105,University of Washington
Semaj Christon,190,86,Xavier University
Quinn Cook,188,83,Duke University
Deyonta Davis,211,107,Michigan State University
Malcolm Delaney,190,86,Virginia Polytechnic Institute and State University
Cheick Diallo,206,99,University of Kansas
Kris Dunn,193,95,Providence College
Henry Ellenson,211,111,Marquette University
Joel Embiid,213,113,University of Kansas
Kay Felder,175,79,Oakland University
Yogi Ferrell,183,81,Indiana University
Dorian Finney-Smith,203,99,University of Florida
Bryn Forbes,190,86,Michigan State University
Patricio Garino,198,95,George Washington University
Michael Gbinije,201,90,Syracuse University
Marcus Georges-Hunt,196,97,Georgia Institute of Technology
Jonathan Gibson,188,83,New Mexico State University
Treveon Graham,198,99,Virginia Commonwealth University
A.J. Hammons,198,99,
Andrew Harrison,198,96,University of Kentucky
Juan Hernangomez,206,104,
Willy Hernangomez,211,108,
Buddy Hield,193,97,University of Oklahoma
Danuel House,201,93,Texas A&M University
Brandon Ingram,206,86,Duke University
Demetrius Jackson,185,91,University of Notre Dame
Pierre Jackson,178,81,Baylor University
Brice Johnson,208,95,University of Utah
Damian Jones,190,83,University of Houston
Derrick Jones,203,100,University of Miami
Mindaugas Kuzminskas,206,97,
Skal Labissiere,211,102,University of Kentucky
Nicolas Laprovittola,193,81,
Jake Layman,206,95,University of Maryland
Caris LeVert,201,92,University of Michigan
Shawn Long,206,115,University of Louisiana at Lafayette
Timothe Luwawu-Cabarrot,198,92,
Thon Maker,216,97,
Patrick McCaw,201,83,"University of Nevada, Las Vegas"
Sheldon McClellan,196,90,University of Miami
Rodney McGruder,193,92,Kansas State University
Dejounte Murray,196,77,University of Washington
Jamal Murray,193,93,University of Kentucky
Maurice Ndour,206,90,Ohio University
Georges Niang,203,104,Iowa State University
David Nwaba,193,94,"California Polytechnic State University, San Luis Obispo"
Daniel Ochefu,211,111,Villanova University
Chinanu Onuaku,208,111,University of Louisville
Georgios Papagiannis,216,108,
Gary Payton,193,81,Oregon State University
Marshall Plumlee,211,111,Duke University
Jakob Poeltl,213,112,University of Utah
Alex Poythress,201,107,University of Kentucky
Tim Quarterman,198,88,Louisiana State University
Chasson Randle,188,83,Stanford University
Malachi Richardson,198,92,Syracuse University
Domantas Sabonis,211,108,Gonzaga University
Dario Saric,208,101,
Tomas Satoransky,201,95,
Wayne Selden,196,104,University of Kansas
Pascal Siakam,206,104,New Mexico State University
Diamond Stone,211,115,University of Maryland
Edy Tavares,211,115,
Isaiah Taylor,190,77,University of Texas at Austin
Mike Tobey,213,117,University of Virginia
Tyler Ulis,178,68,University of Kentucky
Jarrod Uthoff,206,100,University of Iowa
Denzel Valentine,198,96,Michigan State University
Fred VanVleet,183,88,Wichita State University
Taurean Waller-Prince,183,88,
Okaro White,203,92,Florida State University
Isaiah Whitehead,193,96,Seton Hall University
Troy Williams,198,97,South Carolina State University
Kyle Wiltjer,208,108,Gonzaga University
Stephen Zimmerman,213,108,"University of Nevada, Las Vegas"
Paul Zipser,203,97,
Ivica Zubac,216,120,
